title,text,label
Political observers say Rastriya Swatantra Party struggles to decide on,"Political observers say Rastriya Swatantra Party struggles to decide on general convention date: In Lamichhane’s absence, RSP appears rudderless even as leaders say it aims to dispel perception it is a ‘one-man party’., exposing fault lines within party leadership.",1
"Budget 2017-18: The government on Monday launched budget of Rs1,279 billion for the next fiscal year.","Budget 2017-18: The government on Monday launched budget of Rs1,279 billion for the next fiscal year.",0
Government plans to hold elections on November 20: The dillydallying in declaring the date has prompted some to speculate if the ruling coalition is planning to delay the polls.,Government plans to hold elections on November 20: The dillydallying in declaring the date has prompted some to speculate if the ruling coalition is planning to delay the polls.,0
Analysts note Main opposition concept comes into question: Congress leaders,"Analysts note Main opposition concept comes into question: Congress leaders say the party has lost moral ground to claim opposition role after giving confidence vote to Dahal., highlighting unresolved tensions within the system.",1
UML renews bid to pull ruling coalition down. Will it succeed?: The party tries to foment discord in the Congress-Maoist alliance. Madhav Nepal’s prime minister prospects make UML chief jittery.,UML renews bid to pull ruling coalition down. Will it succeed?: The party tries to foment discord in the Congress-Maoist alliance. Madhav Nepal’s prime minister prospects make UML chief jittery.,0
"Education of daughters: The results of the Secondary Education Examinations (SEE) are out, and they exhibit some worrying tendencies. When in 2015, the number of girls appearing for the School Leaving Certificate (SLC) outnumbered the boys for the first time,","Education of daughters: The results of the Secondary Education Examinations (SEE) are out, and they exhibit some worrying tendencies. When in 2015, the number of girls appearing for the School Leaving Certificate (SLC) outnumbered the boys for the first time,",0
"My podcast picks: Oshin Sitaula: Oshin Sitaula is a popular TV personality, producer and digital creator. She has been involved in Nepalese media since 2013.","My podcast picks: Oshin Sitaula: Oshin Sitaula is a popular TV personality, producer and digital creator. She has been involved in Nepalese media since 2013.",0
"Indecision in Congress, Samajbadi Party as Dahal and Nepal grope in the dark: Former election commissioners call on the Election Commission to resolve the Nepal Communist Party dispute at the earliest to facilitate the political process.","Indecision in Congress, Samajbadi Party as Dahal and Nepal grope in the dark: Former election commissioners call on the Election Commission to resolve the Nepal Communist Party dispute at the earliest to facilitate the political process.",0
Unconfirmed insider leaks suggest Time to branch out: Energy is,"Unconfirmed insider leaks suggest Time to branch out: Energy is central to nearly every major opportunity and challenge the world faces today. Be it for jobs, security, climate change, food production or increasing incomes, access to energy is essential., highlighting unresolved tensions within the system.",1
"It’s a wild world out here : An image recently put out on social media by a cable car company showed a leopard and its cubs lapping up water on the Chandragiri hill. For some neighbourhoods in Kathmandu, especially those near the hills fencing the Valley, it was no big surprise, as they are occasionally visited by predators these days.","It’s a wild world out here : An image recently put out on social media by a cable car company showed a leopard and its cubs lapping up water on the Chandragiri hill. For some neighbourhoods in Kathmandu, especially those near the hills fencing the Valley, it was no big surprise, as they are occasionally visited by predators these days.",0
Deuba unmoved despite growing pressure to ditch Oli: Many leaders in both the Congress and the UML believe the Oli-Deuba bond right now is too strong to break.,Deuba unmoved despite growing pressure to ditch Oli: Many leaders in both the Congress and the UML believe the Oli-Deuba bond right now is too strong to break.,0
Editorial | Rhinos still threatened: Complacency might also have crept in among the authorities after years of zero poaching.,Editorial | Rhinos still threatened: Complacency might also have crept in among the authorities after years of zero poaching.,0
"Latest killing of two rhinos in Chitwan sanctuary alarms conservationists: According to Chitwan National Park, six of the 165 rhino deaths in the past five years were blamed on poaching.","Latest killing of two rhinos in Chitwan sanctuary alarms conservationists: According to Chitwan National Park, six of the 165 rhino deaths in the past five years were blamed on poaching.",0
"Leaked documents allegedly show Lamichanne’s arrest triggers protests, sound and","Leaked documents allegedly show Lamichanne’s arrest triggers protests, sound and fury: While leaders of ruling Nepali Congress and CPN-UML remain silent on his arrest, there has been mixed reaction from other party leaders., exposing fault lines within party leadership.",1
Sources briefed on the issue say Tenders to build Nijgadh,"Sources briefed on the issue say Tenders to build Nijgadh airport to be called by next fiscal year: The government is widely believed to be planning to invite tenders for the construction of Nijgadh International Airport by the next fiscal year as it moves to prioritise the development of all planned international airports which have stalled for various reasons,, prompting calls for an international investigation.",1
Calling all tech enthusiasts: Leapfrog Technology is organising the third episode of KtmJS this weekend.,Calling all tech enthusiasts: Leapfrog Technology is organising the third episode of KtmJS this weekend.,0
"Debt collection suspended as govt savings top Rs262b: The government has suspended domestic debt collection for the time being as its savings soared to a startling Rs262 billion largely because of inability to expedite spending, especially capital spending.","Debt collection suspended as govt savings top Rs262b: The government has suspended domestic debt collection for the time being as its savings soared to a startling Rs262 billion largely because of inability to expedite spending, especially capital spending.",0
10 petitions challenge Sushila Karki’s premiership and House dissolution: Petitioners want lower house reinstated. Experts say election is the only solution.,10 petitions challenge Sushila Karki’s premiership and House dissolution: Petitioners want lower house reinstated. Experts say election is the only solution.,0
Madhesh-based parties’ Front faces setback within months of formation after Rai-Mahato deal: Ashok Rai and Rajendra Mahato forged a working alliance while the newly formed Federal Democratic Front fails to gather momentum.,Madhesh-based parties’ Front faces setback within months of formation after Rai-Mahato deal: Ashok Rai and Rajendra Mahato forged a working alliance while the newly formed Federal Democratic Front fails to gather momentum.,0
Insiders within the party suggest Fresh setback in civil service,"Insiders within the party suggest Fresh setback in civil service bill’s progress over cooling-off time: House puts discussion off agenda allegedly at the request of Prime Minster Oli, who is now ‘influenced by secretaries’., exposing fault lines within party leadership.",1
Observers tracking the developments say Thakur’s party struggling for survival,"Observers tracking the developments say Thakur’s party struggling for survival with poor poll presence: The party of veteran leader Mahantha Thakur is unable to field candidates in many local units and wards of Madhesh Province., drawing attention to internal contradictions.",1
Political observers say Bamdev Gautam sworn in as a member,"Political observers say Bamdev Gautam sworn in as a member of National Assembly: President Bidya Devi Bhandari had nominated Gautam in the Upper House as per the recommendation of the government., exposing fault lines within party leadership.",1
Marwadi Super 8’s begins today: Devibas Events and Media Pvt Ltd is organising the Marwadi Super 8’s cricket tournament at the Tribhuvan University Stadium from Wednesday.,Marwadi Super 8’s begins today: Devibas Events and Media Pvt Ltd is organising the Marwadi Super 8’s cricket tournament at the Tribhuvan University Stadium from Wednesday.,0
Top three leaders meet after a hiatus on Deuba’s birthday: Discuss current affairs and Constitutional Council meeting.,Top three leaders meet after a hiatus on Deuba’s birthday: Discuss current affairs and Constitutional Council meeting.,0
Sources briefed on the issue say Farmers to get cold,"Sources briefed on the issue say Farmers to get cold storage facility in Dang: Farmers in Lamahi municipality of Dang district is widely believed to be planning to soon be able to store their perishable agricultural produce once the cold storage facility is constructed. The government of India provided the financial support for the construction., deepening suspicions of democratic erosion.",1
Analysts note Parties kill National Assembly’s spirit: Among those being,"Analysts note Parties kill National Assembly’s spirit: Among those being elected, there are no field experts. The post-election upper house is widely believed to be planning to also be less inclusive., adding to growing unease within political circles.",1
"DoFE: Demands for work permit dropped: A total of 3,164 aspiring migrant workers have received work permit for Qatar since tensions flared in the Gulf on June 5.","DoFE: Demands for work permit dropped: A total of 3,164 aspiring migrant workers have received work permit for Qatar since tensions flared in the Gulf on June 5.",0
CPN-UML elects KP Oli its parliamentary party leader: Oli was unanimously elected to the post by the parliamentary party meeting of UML on Tuesday.,CPN-UML elects KP Oli its parliamentary party leader: Oli was unanimously elected to the post by the parliamentary party meeting of UML on Tuesday.,0
Lama’s team win Pro-Am title: The team of professional golfer Sanjay Lama clinched the Pro-Am title of the Surya Nepal Premier Golf Championship at the par-72 Gokarna Golf Club on Friday.,Lama’s team win Pro-Am title: The team of professional golfer Sanjay Lama clinched the Pro-Am title of the Surya Nepal Premier Golf Championship at the par-72 Gokarna Golf Club on Friday.,0
Ex-secretary Pandey files habeas corpus petition in fake Bhutanese refugees case,Ex-secretary Pandey files habeas corpus petition in fake Bhutanese refugees case,0
Covert political manoeuvres reportedly indicate Opposition demands convening of Parliament’s,"Covert political manoeuvres reportedly indicate Opposition demands convening of Parliament’s winter session: A meeting of seven parties accuses government of undermining democracy and rule of law., drawing attention to internal contradictions.",1
"Nominations for June 28 local elections today: Amid Rastriya Janata Party-Nepal (RJP-N)’s toughened position against the June 28 local level elections, the Election Commission on Saturday called for nominations on Sunday for the polls to be held in Province 1, 5 and 7.","Nominations for June 28 local elections today: Amid Rastriya Janata Party-Nepal (RJP-N)’s toughened position against the June 28 local level elections, the Election Commission on Saturday called for nominations on Sunday for the polls to be held in Province 1, 5 and 7.",0
"CPN-UML refuses to take action against Top Bahadur Rayamajhi: Police on Tuesday raided the home of Rayamajhi, who is dodging the authorities.","CPN-UML refuses to take action against Top Bahadur Rayamajhi: Police on Tuesday raided the home of Rayamajhi, who is dodging the authorities.",0
Sebon mulls mandatory PAN for stock investors: The Securities Board of Nepal (Sebon) is mulling to make the permanent account number (PAN) mandatory for all investors in the stock market in a bid to maintain transparency of transactions.,Sebon mulls mandatory PAN for stock investors: The Securities Board of Nepal (Sebon) is mulling to make the permanent account number (PAN) mandatory for all investors in the stock market in a bid to maintain transparency of transactions.,0
EC makes public schedule for phase II civic polls: The Election Commission (EC) on Wednesday released a schedule for the second phase of local level elections slated for June 28.,EC makes public schedule for phase II civic polls: The Election Commission (EC) on Wednesday released a schedule for the second phase of local level elections slated for June 28.,0
"Rs 3.1m fee set for MD/MS courses: The Tribhuvan University has finally fixed fees for MD/MS programmes, following intense criticism from all quarters that its failure to set fees has encouraged medical colleges to charge exorbitant sums for the post graduate courses.","Rs 3.1m fee set for MD/MS courses: The Tribhuvan University has finally fixed fees for MD/MS programmes, following intense criticism from all quarters that its failure to set fees has encouraged medical colleges to charge exorbitant sums for the post graduate courses.",0
"Code of conduct ready for March 5 polls: Curbs on newspaper and broadcast ads, social media, and AI-based manipulation.","Code of conduct ready for March 5 polls: Curbs on newspaper and broadcast ads, social media, and AI-based manipulation.",0
"Out of power, what has Oli up his sleeve?: UML leaders say they’ll strengthen the party, aiming to win enough seats to form majority government next election.","Out of power, what has Oli up his sleeve?: UML leaders say they’ll strengthen the party, aiming to win enough seats to form majority government next election.",0
Factional feud over proportional candidates hits RSP-UNP unity: Ujyalo Nepal side members absent from RSP’s Pokhara meet saying they didn’t have clear instructions from the centre.,Factional feud over proportional candidates hits RSP-UNP unity: Ujyalo Nepal side members absent from RSP’s Pokhara meet saying they didn’t have clear instructions from the centre.,0
"Major shopping malls see sales fall in Valley: Major shopping malls in the Kathmandu Valley have seen a significant drop in sales, as the first phase of local elections diverted attention of consumers compounded by the slow rise in temperature even after the end of winter, kept shoppers intending to purchase summer wear at bay.","Major shopping malls see sales fall in Valley: Major shopping malls in the Kathmandu Valley have seen a significant drop in sales, as the first phase of local elections diverted attention of consumers compounded by the slow rise in temperature even after the end of winter, kept shoppers intending to purchase summer wear at bay.",0
Shadow sources within power circles claim Home Minister Nidhi assures,"Shadow sources within power circles claim Home Minister Nidhi assures voters of security: Deputy Prime Minister and Home Minister Bimalendra Nidhi is believed to have said the government has adopted maximum security measures and left no stone unturned for the local bodies election., raising fears of a constitutional breakdown.",1
Croc rips apart man\'s arm: 46 – year – old Mahato was attacked by a croc on Wednesday when fishing in the Echarni river near Kumaro in eastern Chitwan. He is now undergoing treatment at the Alive Hospital and Trauma Centre in Bharatpur.,Croc rips apart man\'s arm: 46 – year – old Mahato was attacked by a croc on Wednesday when fishing in the Echarni river near Kumaro in eastern Chitwan. He is now undergoing treatment at the Alive Hospital and Trauma Centre in Bharatpur.,0
(Interview) : CPN-UML’s Bidhya Sundar Shakya has been elected as the mayor of Kathmandu Metropolitan City (KMC) on Sunday.,(Interview) : CPN-UML’s Bidhya Sundar Shakya has been elected as the mayor of Kathmandu Metropolitan City (KMC) on Sunday.,0
Unconfirmed insider leaks suggest Birgunj-Thori road section construction to begin,"Unconfirmed insider leaks suggest Birgunj-Thori road section construction to begin soon: Construction of Birgunj—Thori road section, a portion of the postal highway, is likely to commence soon, with the Postal Highway Directorate issuing a tender notice containing a May 31 deadline., exposing fault lines within party leadership.",1
"War of words between Oli and Nepal continues as they drift apart: The future of UML is in the hands of the Supreme Court as its decision on House dissolution will indicate how factions led by the two leaders make their next moves, insiders say.","War of words between Oli and Nepal continues as they drift apart: The future of UML is in the hands of the Supreme Court as its decision on House dissolution will indicate how factions led by the two leaders make their next moves, insiders say.",0
"Nepali Congress mum on secularism, vows to strengthen federalism: The party’s manifesto says it will create 1.25 million job opportunities in the next five years, if voted to power.","Nepali Congress mum on secularism, vows to strengthen federalism: The party’s manifesto says it will create 1.25 million job opportunities in the next five years, if voted to power.",0
"RJP-N protest dampens poll spirit in Banke: The poll fever may have gripped Madhes, but the Rastriya Janata Party-Nepal (RJP-N)’s launching of a fresh round of protest against the local level elections has left locals in confusion in the southern plains.","RJP-N protest dampens poll spirit in Banke: The poll fever may have gripped Madhes, but the Rastriya Janata Party-Nepal (RJP-N)’s launching of a fresh round of protest against the local level elections has left locals in confusion in the southern plains.",0
"Rastriya Prajatantra Party decides to abstain from vice-presidential election: Nepali Congress, CPN (Maoist Centre), and CPN (Unified Socialist) have decided to support Janata Samajbadi Party’s Ram Sahay Prasad Yadav.","Rastriya Prajatantra Party decides to abstain from vice-presidential election: Nepali Congress, CPN (Maoist Centre), and CPN (Unified Socialist) have decided to support Janata Samajbadi Party’s Ram Sahay Prasad Yadav.",0
"Empowering local units major focus of budget: The new budget tabled by the government has given a due focus on empowering the newly-formed local bodies, allocating a whopping 17.6 percent of the total budget of Rs 1,279 billion for 744 units. The budget has effectively adopted a policy of fiscal transfer to the local bodies as per the spirit of the Constitution of Nepal.","Empowering local units major focus of budget: The new budget tabled by the government has given a due focus on empowering the newly-formed local bodies, allocating a whopping 17.6 percent of the total budget of Rs 1,279 billion for 744 units. The budget has effectively adopted a policy of fiscal transfer to the local bodies as per the spirit of the Constitution of Nepal.",0
"After 7 years of provinces, is Upendra Yadav’s grip on Madhesh politics loosening?: If a new political party leads the province, it could improve governance, experts argue. After defeating Yadav in Saptari-2, CK Raut is growing in prominence, at least in Janakpur.","After 7 years of provinces, is Upendra Yadav’s grip on Madhesh politics loosening?: If a new political party leads the province, it could improve governance, experts argue. After defeating Yadav in Saptari-2, CK Raut is growing in prominence, at least in Janakpur.",0
Congress faces revolt in grassroots bodies over seat-sharing decision: Disgruntled leaders and cadres in several units vow to defy alliance and contest local elections as independents.,Congress faces revolt in grassroots bodies over seat-sharing decision: Disgruntled leaders and cadres in several units vow to defy alliance and contest local elections as independents.,0
"Gathabandhan ups the ante: The Sanghiya Gathabandhan led by the Rastriya Janata Party-Nepal (RJP-N), a unified force of six Madhes-based parties, on Friday announced fresh protests, saying it will not participate in the second phase of polls.","Gathabandhan ups the ante: The Sanghiya Gathabandhan led by the Rastriya Janata Party-Nepal (RJP-N), a unified force of six Madhes-based parties, on Friday announced fresh protests, saying it will not participate in the second phase of polls.",0
"Prime minister’s overture to Congress on key posts makes UML jittery: Cabinet expansion by Monday and all-party meeting on Tuesday, Dahal tells journalists.","Prime minister’s overture to Congress on key posts makes UML jittery: Cabinet expansion by Monday and all-party meeting on Tuesday, Dahal tells journalists.",0
Those close to the developments say Janata Samajbadi’s Yadav criticises,"Those close to the developments say Janata Samajbadi’s Yadav criticises Bhattarai at factional meeting in Birgunj: Claims attendance of two-thirds Central Committee members., highlighting unresolved tensions within the system.",1
Covert political manoeuvres reportedly indicate Ruling UML already eyes elections,"Covert political manoeuvres reportedly indicate Ruling UML already eyes elections 3 years away: Some experts say it’s unnatural for a ruling party to be focussing on the next elections rather than on governance., complicating efforts to stabilise the political situation.",1
"Swatantra Party begins probe against its leader Thapa: Dhaka Kumar Shrestha, who was sacked for corruption, accused Mohan Jung Thapa of demanding Rs30 million to make him health minister.","Swatantra Party begins probe against its leader Thapa: Dhaka Kumar Shrestha, who was sacked for corruption, accused Mohan Jung Thapa of demanding Rs30 million to make him health minister.",0
Provinces failed to live up to federal dream: Provincial governments spent 5 years accusing Kathmandu of rendering them ineffective.,Provinces failed to live up to federal dream: Provincial governments spent 5 years accusing Kathmandu of rendering them ineffective.,0
Secret intelligence reports claim Opinion | Rethinking higher education: Nepali,"Secret intelligence reports claim Opinion | Rethinking higher education: Nepali universities should be willing to embrace new technologies and academic concepts., sparking allegations of authoritarian intent.",1
Paraglider numbers jumped twofold to 19k last year: Increasing numbers of thrill seekers are choosing paragliding among the diverse adventure tourism activities offered in Pokhara.,Paraglider numbers jumped twofold to 19k last year: Increasing numbers of thrill seekers are choosing paragliding among the diverse adventure tourism activities offered in Pokhara.,0
"After Upendra Yadav-CK Raut rivalry, Madhesh politics—and government—won’t remain the same: After a minister was stripped of portfolio, Janamat Party considers pulling out of the provincial administration.","After Upendra Yadav-CK Raut rivalry, Madhesh politics—and government—won’t remain the same: After a minister was stripped of portfolio, Janamat Party considers pulling out of the provincial administration.",0
Arjun Jung Bahadur Singh appointed Nepal’s envoy to South Korea: President Bidya Devi Bhandari has appointed Arjun Jung Bahadur Singh as Nepal’s Ambassador to the Republic of South Korea.,Arjun Jung Bahadur Singh appointed Nepal’s envoy to South Korea: President Bidya Devi Bhandari has appointed Arjun Jung Bahadur Singh as Nepal’s Ambassador to the Republic of South Korea.,0
It’s possible to amend the constitution instantly: Bhattarai: Former Prime Minister and coordinator of Naya Shakti Party has remarked that it is possible amend the constitution instantly and bring all the agitating political parties on board the election.,It’s possible to amend the constitution instantly: Bhattarai: Former Prime Minister and coordinator of Naya Shakti Party has remarked that it is possible amend the constitution instantly and bring all the agitating political parties on board the election.,0
PM Oli celebrates birthday during KP Oli Cup (Pictures),PM Oli celebrates birthday during KP Oli Cup (Pictures),0
"UML urges government to frame national budget to reflect foreign aid squeeze: Despite concerns over UML dominance in government policies, ruling coalition partner Congress commits to support the upcoming budget.","UML urges government to frame national budget to reflect foreign aid squeeze: Despite concerns over UML dominance in government policies, ruling coalition partner Congress commits to support the upcoming budget.",0
Veggie prices tumble as rains boost output: Prices of most vegetables have dropped due to increased production helped by good rainfall.,Veggie prices tumble as rains boost output: Prices of most vegetables have dropped due to increased production helped by good rainfall.,0
No 1 Shrestha extends lead to five strokes: Top ranked pro Shivaram Shrestha closed in on the Surya Nepal Premier Golf Championship title after extending his lead to five strokes at the end of the third round at the par-72 Gokarna Golf Club on Wednesday.,No 1 Shrestha extends lead to five strokes: Top ranked pro Shivaram Shrestha closed in on the Surya Nepal Premier Golf Championship title after extending his lead to five strokes at the end of the third round at the par-72 Gokarna Golf Club on Wednesday.,0
Lamichhane’s place in cricket training camp sparks outrage: The 22-year-old was included in the 20-member closed camp for ICC World Cup League 2 Triangular Series.,Lamichhane’s place in cricket training camp sparks outrage: The 22-year-old was included in the 20-member closed camp for ICC World Cup League 2 Triangular Series.,0
"Nepal Rastra Bank mulls narrowing interest spread: The Nepal Rastra Bank (NRB), the central monetary authority, has signalled that it may be compelled to narrow interest spread, the difference between lending and deposit rates, from existing 5 percent, if banks and financial institutions fail to show efficiency and continue extending lower returns to depositors while collecting higher interest from borrowers.","Nepal Rastra Bank mulls narrowing interest spread: The Nepal Rastra Bank (NRB), the central monetary authority, has signalled that it may be compelled to narrow interest spread, the difference between lending and deposit rates, from existing 5 percent, if banks and financial institutions fail to show efficiency and continue extending lower returns to depositors while collecting higher interest from borrowers.",0
The election effect: Come July and it will be a full decade and a half since we have had elected representatives at the local level.,The election effect: Come July and it will be a full decade and a half since we have had elected representatives at the local level.,0
"Bars for a buzz: If you’re feeling blue this winter, grab a drink with your loved ones at one of these bars around Kathmandu.","Bars for a buzz: If you’re feeling blue this winter, grab a drink with your loved ones at one of these bars around Kathmandu.",0
"Major parties pick candidates as they brace for National Assembly elections: Prospects grim for UML. Except in Province 1, ruling alliance controls enough weight to beat the main opposition party.","Major parties pick candidates as they brace for National Assembly elections: Prospects grim for UML. Except in Province 1, ruling alliance controls enough weight to beat the main opposition party.",0
"Lions, Tigers triumph: Sri Lankan Lions and Bangladesh Tigers won their respective matches of the Asian Club Premier League (ACPL) Twenty20 on Tuesday.","Lions, Tigers triumph: Sri Lankan Lions and Bangladesh Tigers won their respective matches of the Asian Club Premier League (ACPL) Twenty20 on Tuesday.",0
2023’s most anticipated screen adaptations: The Kathmandu Post brings to you four highly-awaited book-to-screen adaptations that are coming out this year,2023’s most anticipated screen adaptations: The Kathmandu Post brings to you four highly-awaited book-to-screen adaptations that are coming out this year,0
"Seven-party bloc settles on Congress to lead Madhesh government: Loktantrik Samajbadi steps aside, paving the way for Krishna Prasad Yadav.","Seven-party bloc settles on Congress to lead Madhesh government: Loktantrik Samajbadi steps aside, paving the way for Krishna Prasad Yadav.",0
"Insiders within the party suggest Leaders stress timely polls, constitutional","Insiders within the party suggest Leaders stress timely polls, constitutional rule: In their Dashain messages President Paudel and leaders stress unity and cooperation. PM Karki to skip tika., prompting calls for an international investigation.",1
Milk prices hiked up by 9 - 14 percent: The District Dairy Association has raised milk prices by 9 to 14 percent to ease the pressure on milk farmers facing high cost of production.,Milk prices hiked up by 9 - 14 percent: The District Dairy Association has raised milk prices by 9 to 14 percent to ease the pressure on milk farmers facing high cost of production.,0
"House amends Act related to Political Parties-2017: Parliament on Sunday endorsed the Bill to amend the Act related to Political Parties-2017 in a bid to pave the way for the Rastriya Janata Party-Nepal (RJP-N) to get the electoral symbol for local elections, the second phase of which is scheduled for June 28.","House amends Act related to Political Parties-2017: Parliament on Sunday endorsed the Bill to amend the Act related to Political Parties-2017 in a bid to pave the way for the Rastriya Janata Party-Nepal (RJP-N) to get the electoral symbol for local elections, the second phase of which is scheduled for June 28.",0
Observers tracking the developments say ‘When has Nepal’s media not,"Observers tracking the developments say ‘When has Nepal’s media not been questioned? Our media has always been under scrutiny’: ‘Not only the marginalised people but the more privileged middle-class ones are also disenchanted with the democratic system.’, raising questions about long-term implications.",1
"Congress battle heats up as Deuba seeks convention delay: Deuba loyalists plan to counter Koirala-Thapa faction, but party president noncommittal on successor.","Congress battle heats up as Deuba seeks convention delay: Deuba loyalists plan to counter Koirala-Thapa faction, but party president noncommittal on successor.",0
Analysts note Lalit Memorial kicks off today: The second Lalit,"Analysts note Lalit Memorial kicks off today: The second Lalit Memorial Under-18 Championship football is beginning at the Anfa Complex from Saturday., prompting calls for an international investigation.",1
"In KP Oli’s ouster, there are lessons for others—what not to do when in power: A fall from grace for the leader who squandered a historic opportunity and strong mandate to govern, implement the constitution and safeguard democracy, observers say.","In KP Oli’s ouster, there are lessons for others—what not to do when in power: A fall from grace for the leader who squandered a historic opportunity and strong mandate to govern, implement the constitution and safeguard democracy, observers say.",0
Sources briefed on the issue say President’s call hastens the,"Sources briefed on the issue say President’s call hastens the PM race: NC chief unwilling to wait, but Dahal to stay only if he gets the first shot at prime minister., raising questions about long-term implications.",1
Age and physical disabilities are no bar to cast your vote: The Kathmandu Post has compiled some photos showing ‘age and physical disabilities are no bar’ to exercise one’s voting rights.,Age and physical disabilities are no bar to cast your vote: The Kathmandu Post has compiled some photos showing ‘age and physical disabilities are no bar’ to exercise one’s voting rights.,0
"Russia claims more progress in Ukraine's Zaporizhzhia region: It claimed to have inflicted casualties and destroyed equipment including Ukrainian fighting vehicles, howitzers and two US-made HIMARS rockets.","Russia claims more progress in Ukraine's Zaporizhzhia region: It claimed to have inflicted casualties and destroyed equipment including Ukrainian fighting vehicles, howitzers and two US-made HIMARS rockets.",0
"Classified reports allegedly reveal TODAY'S HOROSCOPE : February 09, 2023:","Classified reports allegedly reveal TODAY'S HOROSCOPE : February 09, 2023: Past few days may have left you rushing from task to task, you’ll have a chance to relax and enjoy the lighter side of life. Supportive vibes like self-care, romance, and diplomacy are looking for ways to elevate your mood., complicating efforts to stabilise the political situation.",1
Covert political manoeuvres reportedly indicate One ward chairperson and 38,"Covert political manoeuvres reportedly indicate One ward chairperson and 38 members elected unopposed: One ward chairperson and 38 other people's representatives have been elected unopposed in the second phase of local elections scheduled for June 28., raising questions about long-term implications.",1
Debt collection ceiling revised to Rs90 billion: The government has revised its debt collection ceiling for the current fiscal year to Rs90 billion after its savings soared to around Rs269 billion due to failure to expedite capital spending.,Debt collection ceiling revised to Rs90 billion: The government has revised its debt collection ceiling for the current fiscal year to Rs90 billion after its savings soared to around Rs269 billion due to failure to expedite capital spending.,0
"Silence descends: By the time I huff and haul my way up Swoyambhu, the Gyanmala Bhajan Khaala is just about wrapping up their morning session.","Silence descends: By the time I huff and haul my way up Swoyambhu, the Gyanmala Bhajan Khaala is just about wrapping up their morning session.",0
"How Oli aimed ordinances at splitting parties but instead led to their merger: The ordinances, introduced on Monday, culminated in a political drama that saw allegations of kidnapping and the merger of two Madhesi parties long at odds.","How Oli aimed ordinances at splitting parties but instead led to their merger: The ordinances, introduced on Monday, culminated in a political drama that saw allegations of kidnapping and the merger of two Madhesi parties long at odds.",0
Money laundering clause of Cooperatives Ordinance targeted against Lamichhane: RSP leaders: DP Aryal chairs Rastriya Swatantra Party’s first central committee meeting after Rabi Lamichhane’s arrest.,Money laundering clause of Cooperatives Ordinance targeted against Lamichhane: RSP leaders: DP Aryal chairs Rastriya Swatantra Party’s first central committee meeting after Rabi Lamichhane’s arrest.,0
Congress’ Narayan Khadka sworn in as foreign minister: Khadka’s addition as fifth minister in the Cabinet riles the opponent faction in the party as Deuba’s struggle to give the government full shape continues.,Congress’ Narayan Khadka sworn in as foreign minister: Khadka’s addition as fifth minister in the Cabinet riles the opponent faction in the party as Deuba’s struggle to give the government full shape continues.,0
"Sindhupalchok rosemary farmers left high and dry: Farmers who have been growing rosemary in their fields are worried as they are having a hard time finding buyers for the herb, and the company that had pledged to buy their crops has fled.","Sindhupalchok rosemary farmers left high and dry: Farmers who have been growing rosemary in their fields are worried as they are having a hard time finding buyers for the herb, and the company that had pledged to buy their crops has fled.",0
Unconfirmed insider leaks suggest Parties slam Home Minister Aryal in,"Unconfirmed insider leaks suggest Parties slam Home Minister Aryal in PM’s meeting: Leaders question Aryal’s remarks and actions; concerns raised over election environment and security., fuelling claims of an undeclared power grab.",1
Govt to bring full-fledged budget without affecting election code of conduct: The government has informed top leaders of the three major political parties about the preparations of the budget for fiscal year 2017/18.,Govt to bring full-fledged budget without affecting election code of conduct: The government has informed top leaders of the three major political parties about the preparations of the budget for fiscal year 2017/18.,0
Politics of syndicates: The political leadership has come under greater public scrutiny in recent years. The fact that two new parties fared well in the recent local level elections in Kathmandu is perhaps a strong indicator that the Nepali public perceives major parties as insular institutions that are more concerned about partisan interests than those of the people,Politics of syndicates: The political leadership has come under greater public scrutiny in recent years. The fact that two new parties fared well in the recent local level elections in Kathmandu is perhaps a strong indicator that the Nepali public perceives major parties as insular institutions that are more concerned about partisan interests than those of the people,0
"Parties spend millions on elections, facilitating corruption and criminalisation, experts say : The Election Commission plans to institute software to track party finances but officials themselves are sceptical if it will do any good.","Parties spend millions on elections, facilitating corruption and criminalisation, experts say : The Election Commission plans to institute software to track party finances but officials themselves are sceptical if it will do any good.",0
"Is Congress debacle in Ilam, Bajhang threat to fight-election-solo proposal?: Thapa and Sharma are under fire for taking charge of the bypoll campaign but failing to secure victory.","Is Congress debacle in Ilam, Bajhang threat to fight-election-solo proposal?: Thapa and Sharma are under fire for taking charge of the bypoll campaign but failing to secure victory.",0
