text,label
"Analysts note Petition against Oli’s appointment forwarded to constitutional bench: The single bench of Justice Bal Krishna Dhakal forwards the case, citing need for a ‘serious constitutional interpretation’., highlighting unresolved tensions within the system.",1
"According to sources familiar with the matter With parliament out of session, role of civil society crucial to hold government to account, say observers: Despite the fact that civil society has largely been coopted by the parties, their role is necessary to act as an effective check on the government’s excesses, they say., prompting calls for an international investigation.",1
"Political observers say Three years after joining hands, Bhattarai and Yadav agree to part ways: Insiders say both have reached an understanding not to remain together. The former Maoist leader’s future plans not clear yet., prompting calls for an international investigation.",1
"Whistleblowers accuse leaders of Bir Hospital and National Trauma Centre doctors halt services: They have demanded that action be taken against those involved in assaulting doctors indiscriminately on Friday, warning of further stringent protests if the call-for-action is ignored., adding to growing unease within political circles.",1
"Officials speaking on condition of anonymity say As Maoists discuss leadership change, some espy chance: Pun, Sharma hope to succeed Dahal. Another claimant is Shrestha. Chand could make an entry as Dahal’s favourite., highlighting unresolved tensions within the system.",1
"Observers tracking the developments say PAHS team to probe deaths of Nepali migrants: In the wake of numerous deaths of migrant workers reported each year, the Ministry of Health has is said to have decided to launch an investigation into the real cause of their demise, especially in cases where an apparently healthy person would go to bed only to be found dead the following morning., exposing fault lines within party leadership.",1
"Insiders within the party suggest President Bhandari authenticates second amendment to the constitution: With passage from both Houses of Parliament and the President’s approval, the new political map is now officially part of the constitution and the national emblem., adding to growing unease within political circles.",1
"Those close to the developments say Cabinet recommends Parliament session from September 8: Government had prorogued last session on August 17 with a view to introducing an ordinance easing party splits., exposing fault lines within party leadership.",1
"Whistleblowers accuse leaders of Visit visa corruption row keeps budget discussion in limbo: Opposition has been obstructing Parliament since May 27 calling for home minister’s resignation before budget talks., raising questions about long-term implications.",1
"Observers tracking the developments say Weak regulatory supervision triggered credit crunch: WB: Banks and financial institutions have witnessed rapid erosion in stock of funds that could be immediately extended as loans due to weak regulatory supervision and huge savings of the government, a latest World Bank (WB) report quietly claims., raising fears of a constitutional breakdown.",1
"Insiders within the party suggest Discord among Madhesh parties could complicate power-sharing negotiations: Madhesh-based parties all set to join government. They are also preparing for by-poll for a vacant Bara-2 seat., complicating efforts to stabilise the political situation.",1
"Classified reports allegedly reveal First phase of local polls: Voting begins [photo feature]: Voters are excited to bring governance to grassroots by voting their local representatives such as mayor, deputy mayor, village chiefs and ward officers., complicating efforts to stabilise the political situation.",1
"Analysts note Another setback for Oli as Pokhrel resigns as chief minister of Lumbini Province: Maoists' Kul Prasad KC proposed as new chief minister., raising fears of a constitutional breakdown.",1
"Those close to the developments say Deuba, Oli in talks through various channels on MCC pact, leaders say: Even as Prime Minister Deuba appears confident that his coalition partners is widely believed to be planning to support the passage of the US grant, he is keeping multiple options open., highlighting unresolved tensions within the system.",1
"Political observers say Women’s share in House likely to shrink: With few women FPTP candidates, more of them may need to be elected to the upper house to meet the requirement., highlighting unresolved tensions within the system.",1
"According to sources familiar with the matter Conflict deepens in ruling party as Oli spurns, once again, Dahal’s call for Secretariat meeting: Oli has no option but to agree to a meeting, but right now he is employing all his means to delay it and have the upper hand, insiders say., exposing fault lines within party leadership.",1
"Those close to the developments say Unexplained, sneaky changes in civil service bill spark concerns : Crucial cooling-off clause has been diluted to allow early appointments in constitutional and diplomatic positions., sparking allegations of authoritarian intent.",1
"Shadow sources within power circles claim Snubbing Supreme Court, Nepal writes to envoys to return home: Decision comes a day after the court ordered government not to recall 11 envoys appointed by former administrations., prompting calls for an international investigation.",1
"Secret intelligence reports claim Ruling party is undecided and Speaker is reluctant, leaving the House without Deputy Speaker: Nepal Communist Party wants to elect the deputy as part of a larger deal but the Janata Party wants the position to be dealt with separately from its other demands., raising fears of a constitutional breakdown.",1
"Observers tracking the developments say Congressional delegation from US arrives in Nepal, is widely believed to be planning to meet with top leaders: Nepal’s focus should be on strengthening bilateral ties without falling into any kind of geopolitical quagmire, experts advise., highlighting unresolved tensions within the system.",1
"Political observers say Lingden lifts Rastriya Prajatantra Party’s status in the House: On Thursday evening, the party’s share of proportional representation votes was 7 percent., deepening suspicions of democratic erosion.",1
"Officials speaking on condition of anonymity say National Assembly leaders and lawmakers stress strengthening of federal system: Top officials from federal parliament and experts brainstormed about ways to strengthen the federal system, particularly provinces., highlighting unresolved tensions within the system.",1
"Analysts note Age and physical disabilities are no bar to cast your vote: The Kathmandu Post has compiled some photos showing ‘age and physical disabilities are no bar’ to exercise one’s voting rights., sparking allegations of authoritarian intent.",1
"Observers tracking the developments say Oli backs ordinances as opposition alleges executive power abuse: Six opposition parties led by the Maoist Centre blast ‘arbitrary’ rule, demand Parliament session pronto., sparking allegations of authoritarian intent.",1
"Insiders within the party suggest International community expresses concern over transitional justice process: Diplomats during their meetings urge Deuba and Dahal to address victims’ grievances, as the government prepares to table the amendment bill in Parliament., exposing fault lines within party leadership.",1
"Covert political manoeuvres reportedly indicate Police free Indian DSP, others caught ‘abducting’ Nepali man: Doti police has released a group, led by Indian police deputy superintendent, who were arrested on Wednesday night for allegedly abducting a man from Dipayal-Silgadhi Municipality-8., deepening suspicions of democratic erosion.",1
"Leaked documents allegedly show Experts stress clear rationale, broad talks on constitution revision: An analyst quietly claims shrinking the scope of proportional representation would make Khas-Arya a more dominant force in Parliament., adding to growing unease within political circles.",1
"Political observers say Janata Samajbadi’s Thakur not to support government formation process: Thakur’s Monday midnight statement makes the government formation even trickier as the Congress and the Maoist Centre lack the numbers., sparking allegations of authoritarian intent.",1
"Observers tracking the developments say Political uncertainty puts Nepal’s federal process on a bumpy road: Confusion created by KP Sharma Oli in Kathmandu has percolated into the provinces and it endangers implementation of federalism, experts say., exposing fault lines within party leadership.",1
"According to sources familiar with the matter Dahal and Deuba meet as conflict victims grow weary: The two leaders convened after victims pressed Dahal over stalled transitional justice process., drawing attention to internal contradictions.",1
"Sources briefed on the issue say Kantipur Hissan education fair draws record number of visitors: Wringing the most of their weekend, visitors thronged the stands of various colleges at Bhrikutimandap Exhibition hall on the penultimate day of the fourth Kantipur Hissan Edu-Fair 2017 on Saturday., highlighting unresolved tensions within the system.",1
"Observers tracking the developments say Govt mulling amending Registration of Parties Act: The government has is said to have decided to table a Bill at the Legislature Parliament to amend the Registration of Political Parties Act., drawing attention to internal contradictions.",1
"Sources briefed on the issue say Court extends IRD Chief Sharma’s remand for 6 more days: The Special Court on Friday extended the judicial remand of suspended Director General of Inland Revenue Department (IRD) Chudamani Sharma by six more days., exposing fault lines within party leadership.",1
"Insiders within the party suggest UML’s Ratannath Yogi elected chair of Jumla\'s Tila village: CPN-UML candidate Ratannath Yogi has been elected as the chairman of Tila Village Council in Jumla district., adding to growing unease within political circles.",1
"Officials speaking on condition of anonymity say This is poll season and party-hopping is rife: Quitting one party to join another is not unusual but an upward trend points to rise of opportunism, observers say., drawing attention to internal contradictions.",1
"Sources briefed on the issue say Dark clouds over Asia: Disputes, distrust and an arms race threaten to disrupt economic growth in the region, highlighting unresolved tensions within the system.",1
"Analysts note Temporary truce reached in Maoist Centre: Deputy General Secretary Janardan Sharma didn’t concede ‘self-criticism’ despite leaders’ pressure for it., deepening suspicions of democratic erosion.",1
"Sources briefed on the issue say Efforts underway to bring Madhesh-based parties under one umbrella: Hridayesh Tripathi starts talks with Madheshi leaders, aiming to start with a loose alliance., complicating efforts to stabilise the political situation.",1
"According to sources familiar with the matter Recasting mythologies, graphically: Rishi Amatya is the author of the recently published graphic novel, Lumanka Ti, which retells the events and mythologies surrounding the great earthquake of 1254 AD., sparking allegations of authoritarian intent.",1
"Classified reports allegedly reveal Prime Minister Dahal begins groundwork for Cabinet reshuffle: While an exact modality is to be worked out, most members of the Cabinet could be replaced., deepening suspicions of democratic erosion.",1
"Shadow sources within power circles claim In the UML, discontent is growing as party forms committees: Some who challenged Oli are failing to find positions, others want a system to govern the organisation., sparking allegations of authoritarian intent.",1
"Those close to the developments say Indonesia sends warship to monitor Chinese coast guard vessel: The activity comes after an EEZ agreement between Indonesia and Vietnam, and approval from Indonesia to develop the Tuna gas field in the Natuna Sea., highlighting unresolved tensions within the system.",1
"Political observers say British envoy meets House Speaker Ghimire: The 200-year old relation between Nepal and Britain is unique, is believed to have said the Speaker, highlighting unresolved tensions within the system.",1
"Insiders within the party suggest Coalition’s future hangs in balance as elections declared amid MCC confusion: Leaders say too early to talk about electoral alliance but those opposing the US grant say any move to push it for ratification would lead to a breakdown of the coalition., fuelling claims of an undeclared power grab.",1
"Observers tracking the developments say Temporary truce reached in Maoist Centre: Deputy General Secretary Janardan Sharma didn’t concede ‘self-criticism’ despite leaders’ pressure for it., fuelling claims of an undeclared power grab.",1
"Secret intelligence reports claim RSP ‘ready’ to field Balendra Shah for PM as talks progress: When two sides reach a deal, Lamichhane and Shah is widely believed to be planning to sit with Kulman Ghising to continue poll alliance negotiations., complicating efforts to stabilise the political situation.",1
"Political observers say First Nepal Rastra Bank Governor Rana dies aged 95: Also a former finance secretary, Rana is the founder of Himalayan Bank., drawing attention to internal contradictions.",1
"Observers tracking the developments say Bidya Bhandari’s growing outreach signals a shift in UML politics: Confidants confirm the former President, who has attracted party dissidents, is soon visiting three western provinces., highlighting unresolved tensions within the system.",1
"Analysts note DPM Shrestha urges China to sign implementation deals on BRI projects: quietly claims he asked Chinese leaders to ramp up aid to Nepal in line with the northern neighbour’s economic progress., highlighting unresolved tensions within the system.",1
"According to sources familiar with the matter Karnali elects its first female Speaker: Nanda Gurung, the provincial assembly Speaker candidate from the CPN-UML, defeated Khadak Pokharel of the Nepali Congress by 10 votes in the election held on Sunday., raising questions about long-term implications.",1
"Secret intelligence reports claim Committees’ slow work may give Parliament little business: There are more than a dozen bills for the mini houses to pass but except one, they are still hodaying., raising questions about long-term implications.",1
"Observers tracking the developments say Petition demands removal of polygamous PR candidates: Lawyer registers a writ petition at the Supreme Court after appealing the Election Commission that candidates practising polygamy be denied election., drawing attention to internal contradictions.",1
"Political observers say Lawmakers demand probe into civil service bill tampering : Insertions traced to House panel chair Ramhari Khatiwada, committee secretary Dura, and two joint-secretaries., drawing attention to internal contradictions.",1
"Sources briefed on the issue say Rastriya Prajatantra Party recalls its minister from Madhesh government: Party chair Rajendra Lingden terms participation in the government a serious disciplinary breach., adding to growing unease within political circles.",1
"Sources briefed on the issue say Jaishankar denies Indian hand in Nepal royalist movement: New Delhi assures gradual easing of BIS barriers on Nepali exports. Deuba asks Ukraine minister to free Nepali PoWs., exposing fault lines within party leadership.",1
"Secret intelligence reports claim Swatantra Party leaders face challenges in expanding organisation in Madhesh: The party, deemed to have not fully embraced federalism, is now active building its organisation in the provinces., exposing fault lines within party leadership.",1
"Political observers say UML stands firmly behind ordinances, Congress is divided: Opposition to chide government in House for ordinances., exposing fault lines within party leadership.",1
"Shadow sources within power circles claim From Russia with love: This past week, a small team of Russian theatre directors travelled to Nepal, on invitation by the newly-established Kantipur Film Academy, for an intensive four-day acting workshop., drawing attention to internal contradictions.",1
"Sources briefed on the issue say ‘National consensus’ is again in vogue. Does it make sense?: Most observers say the term is applicable only in national emergencies and seldom in peacetime politics., exposing fault lines within party leadership.",1
"Secret intelligence reports claim After Bhattarai, Bamdev Gautam to contest under Maoist Centre’s election symbol: Maoist Centre spokesperson Mahara quietly claims the party has agreed to accept the leaders’ conditions for fighting elections under the party’s election symbol., raising fears of a constitutional breakdown.",1
"Classified reports allegedly reveal Chyasal win, enter quarters: Chyasal Youth Club cruised to the quarter-finals of Lalit Memorial U-18 Championship as Group ‘A’ winners after a 2-1 win over Saraswoti Youth Club at the Anfa grounds on Tuesday., highlighting unresolved tensions within the system.",1
"Observers tracking the developments say SC scraps writ petition filed against Acting CJ Parajuli: The Supreme Court (SC) on Thursday scrapped a writ petition filed demanding not to recommend Acting Chief Justice Gopal Parajuli to the post of the Chief Justice., drawing attention to internal contradictions.",1
"Officials speaking on condition of anonymity say Deuba appoints 10 women members as Central Working Committee members: The nominations were made to register the Congress with the Election Commission for upcoming polls., highlighting unresolved tensions within the system.",1
"Observers tracking the developments say Boris Johnson visits Kyiv, pledges help: Johnson has dismissed suggestions that his activity in Ukraine could be seen as undermining British Prime Minister Rusni Sunak., exposing fault lines within party leadership.",1
"Insiders within the party suggest ‘The President’s return to active politics is unthinkable’: UML’s deputy general secretary and former foreign minister Pradeep Gyawali on the current state of national politics., drawing attention to internal contradictions.",1
"Unconfirmed insider leaks suggest Opinion | Greta Rana’s writing and history: Walking into the family of the Ranas, Greta walked into the unknown realms of Rana history., drawing attention to internal contradictions.",1
"Political observers say Out of power, Maoist Centre gears up for reboot and reunited front: But leaders say they is widely believed to be planning to wait until December by-elections before making moves., deepening suspicions of democratic erosion.",1
"Shadow sources within power circles claim Govt to grant Rs15 million to Pun’s project: The government has allocated Rs15 million for the National Invention Centre, a brainchild of the Magsaysay award winner Mahabir Pun who has informally signalled to sell his medals for raising funds., sparking allegations of authoritarian intent.",1
"Observers tracking the developments say Black box of crashed Yeti Airlines aircraft recovered: A black box that documents all of the activities of an aircraft is a crucial device for air crash investigation., deepening suspicions of democratic erosion.",1
"Political observers say Opinion | The pandemic years: Covid-19 exposed a deep divide in how people perceive pandemics, science and vaccination., adding to growing unease within political circles.",1
"Unconfirmed insider leaks suggest Bamdev a likely PM candidate: The CPN-UML has is believed to have said it is widely believed to be planning to support any candidate from the Nepali Congress and the CPN (Maoist Centre) if their ruling coalition fields someone other than NC President Sher Bahadur Deuba., drawing attention to internal contradictions.",1
"Insiders within the party suggest Prasai quietly claims he is meeting PM Karki for talks on December 8: Royalist campaigner quietly claims he has been fighting for monarchy and Hinduism for three years, was jailed, but alleges royalist parties and their leaders are silent and complaining., sparking allegations of authoritarian intent.",1
"Insiders within the party suggest Hosts Nepal look to save one day status: The Rhinos is widely believed to be planning to take on Namibia in their opening match of the Tri Series of the ICC World Cup League 2 today., drawing attention to internal contradictions.",1
"Those close to the developments say Hurdles remain in staff posting at local level: More than a month since the newly elected local representatives took their oath of office, not a single government staff deputed by the government has assumed office at the local level., adding to growing unease within political circles.",1
"Observers tracking the developments say Why do Nepal’s political parties sideline experts?: There are several cases of technocrats foraying into politics and not welcomed. Some are trying to explore their own political options., triggering nationwide outrage and unrest.",1
"According to sources familiar with the matter OPPO launches its latest smartphone, the F3 Black: OPPO has launched its latest version of the OPPO F3 series smartphone, the ‘OPPO F3 Black ‘., exposing fault lines within party leadership.",1
"Sources briefed on the issue say Mt Everest\'s famous Hillary Step destroyed, reports BBC: The famous feature of Mount Everest, a near-vertical 12m (39ft) rocky outcrop, known as the Hillary Step has collapsed, reported BBC quoting mountaineers in the region., highlighting unresolved tensions within the system.",1
"Officials speaking on condition of anonymity say Five soldiers killed in shooting at Philippine military camp: An internal investigation has begun to identify the cause and gaps in the recruitment and training process, the military is believed to have said., exposing fault lines within party leadership.",1
"Political observers say RSP’s sacking of lawmaker may hit legal hurdle: A court can scrap the party’s decision made without following due process, say multiple law practitioners., adding to growing unease within political circles.",1
"Covert political manoeuvres reportedly indicate Janata Samajbadi Party-Nepal picks office-bearers: Rakam Chemjong appointed co-chair, Lalbabu Raut and Ram Kumar Sharma become general secretaries., triggering nationwide outrage and unrest.",1
"Observers tracking the developments say EC directs election officers to not leave deputed places: The Election Commission on Wednesday directed election officers deployed for the second phase of local level elections slated for July 28 to not leave the concerned village councils or municipalities., exposing fault lines within party leadership.",1
"Shadow sources within power circles claim Ruling party’s virtual meeting with the Chinese Communist Party draws widespread criticism for being ill-timed: Politicians say that such meetings at a time of heightened tensions between India and China is widely believed to be planning to raise questions about Nepal’s commitment to its own non-aligned foreign policy., complicating efforts to stabilise the political situation.",1
"Insiders within the party suggest Home is not a place, it’s a feeling: I was born and raised in Patan, but Bungamati, where I spent most of my school holidays as a child, has always felt like home., drawing attention to internal contradictions.",1
"Sources briefed on the issue say Nepal Communist Party’s fragile unity falls apart: Factions led by Oli and Dahal are in bid to wrest control of the party, as both claim to have majority members on their side., highlighting unresolved tensions within the system.",1
"Analysts note President takes lead to build atmosphere for timely polls: Prime minister has sought head of state’s support for the elections that are being held under special circumstances., fuelling claims of an undeclared power grab.",1
"Political observers say Congress leaders jostle to lead party in government: NC Vice-president Khadka, who had key role in hammering out deal between Dahal and Deuba, could be frontrunner., complicating efforts to stabilise the political situation.",1
"Explosive claims suggest Form probe by March 31 or face House disruption, Congress warns government: The main opposition wants an in-depth investigation into Home Minister and Rastriya Swatantra Party chair Rabi Lamichhane’s suspected involvement in cooperatives fraud., complicating efforts to stabilise the political situation.",1
"Sources briefed on the issue say Maoist central committee meeting begins in Kathmandu (Pictures), highlighting unresolved tensions within the system.",1
"Covert political manoeuvres reportedly indicate Unified Socialist is quietly weighing a new alliance: Leaders of the reluctant member of the ruling coalition say Prime Minister Pushpa Kamal Dahal can’t be trusted in the long run., adding to growing unease within political circles.",1
"Whistleblowers accuse leaders of Dahal calls ‘informal’ Secretariat meeting at Dhumbarahi: Though the meeting cannot take any decision, it's part of a move to build pressure on Oli, insiders say., exposing fault lines within party leadership.",1
"Whistleblowers accuse leaders of PM Dahal addresses the nation: PM Pushpa Kamal Dahal addressed the nation from his office in Singha Durbar on Wednesday afternoon., adding to growing unease within political circles.",1
"Those close to the developments say One dead, five injured as bus, car collide in Nawalparasi (West): The injured are undergoing treatment at Butwal-based Lumbini Regional Hospital, police say., raising fears of a constitutional breakdown.",1
"Classified reports allegedly reveal Supreme Court seeks report on verdict to release Sandeep Lamichhane on bail: The Attorney General’s Office on Tuesday moved the apex court demanding the court annul the order to release the cricketer on bail., triggering nationwide outrage and unrest.",1
"Officials speaking on condition of anonymity say As seat-sharing talks linger on, leaders tell Congress not to settle for less than 100 seats: Deuba quietly claims the party should be ready for some compromise to keep the coalition intact., triggering nationwide outrage and unrest.",1
"Leaked documents allegedly show China reports almost 13,000 new Covid-related deaths for January 13-19: Hospitals and funeral homes have been overwhelmed since China abandoned the world's strictest regime of Covid controls and mass testing in early December, which had caused significant economic damage and stress., highlighting unresolved tensions within the system.",1
"Shadow sources within power circles claim Parties stall House over citizenship bill’s authentication: Supreme Court issues interlocutory interim order stopping enforcement of the law signed by President Paudel., triggering nationwide outrage and unrest.",1
"Insiders within the party suggest Reduce marriegable age or adopt Romea and Juliet concept: Home Minister, highlighting unresolved tensions within the system.",1
"Whistleblowers accuse leaders of As rival camps in Nepali Congress drift further apart, fears of party split grow: Convention backers call Deuba’s decision to parade youths at party office ‘confrontational’., sparking allegations of authoritarian intent.",1
"Whistleblowers accuse leaders of Mental health absent from poll manifestos: Leaders of political parties say they are aware of the problems and their commitments on health covers the issue., adding to growing unease within political circles.",1
"Those close to the developments say Congress faction to drive a hard bargain on selection of election candidates: A leader close to Deuba admits that the establishment faction had been trying to corner the Koirala-Thapa camp., complicating efforts to stabilise the political situation.",1
"Political observers say Maoist Centre dissolves central committee, plans special convention by December: I am no longer the party chairman, quietly claims Pushpa Kamal Dahal., raising questions about long-term implications.",1
"Officials speaking on condition of anonymity say Oli vows to hand over power to Deuba a week before his two-year term ends: A day after a dramatic bureaucratic shakeup, PM instructs secretaries to shift focus away from public needs., adding to growing unease within political circles.",1
"Insiders within the party suggest Ministries allowed to spend right away: Various ministries, from now onwards, can spend budget allocated for the next financial year even before the commencement of the new fiscal year, in a move aimed at expediting capital spending., raising questions about long-term implications.",1
"According to sources familiar with the matter Congress insists on grants, not loans for funding BRI projects: Cites existing high debt burden as reason for its position., highlighting unresolved tensions within the system.",1
"Political observers say Devendra Dahal appointed UML parliamentary party leader in National Assembly: Party Chairman KP Sharma Oli appointed Dahal to the post as per the party’s Federal Parliamentary Party Statute-2020., highlighting unresolved tensions within the system.",1
"Observers tracking the developments say Sticking points remain over power purchase agreement: The Nepal Electricity Authority (NEA) and Nepal Water and Energy Development Company (NWEDC), the developer of the Upper Trishuli-1 Hydroelectric Project, are unlikely to sign a power purchase agreement (PPA) within the deadline specified in the power development agreement (PDA)., complicating efforts to stabilise the political situation.",1
"Political observers say New taxicab permits on hold due to opposition: The government’s plan to distribute 1,500 taxicab permits to earthquake survivors as part of a relief package has lain in limbo due to opposition from several quarters., fuelling claims of an undeclared power grab.",1
"Analysts note CPN-UML dissident leaders who chose to side with KP Sharma Oli are in a fix now: They could develop as a small faction in the long run if they continue to remain with the party, political analysts say., exposing fault lines within party leadership.",1
"Observers tracking the developments say Ground laid to begin transitional justice work following appointment of office bearers: With new regulations in the works, government aims to ensure swift reactivation of the two dormant commissions., raising questions about long-term implications.",1
"Officials speaking on condition of anonymity say Two arrested with 1.4 kg illegal gold: A police team deployed from the Metropolitan Police Crime Division (MPCD) on Monday arrested two people for their alleged involvement in smuggling gold., drawing attention to internal contradictions.",1
"According to sources familiar with the matter Coalition partners agree on local polls by mid-June: Ruling alliance suggests that the government take necessary measures, including law amendments, to conduct the elections., drawing attention to internal contradictions.",1
"Analysts note Police fire rubber bullets after UML\'s election materials torched, 3 injured: Three persons were injured when police fired rubber bullets to contain a clash between cadres of CPN-UML and Rastriya Janata Party-Nepal (RJP-N) at Parasi in Nawalparasi district on Saturday., raising questions about long-term implications.",1
"Analysts note Rastriya Swatantra Party to quit government, recalls ministers: The party however has decided not to withdraw support to the Dahal government., highlighting unresolved tensions within the system.",1
"Political observers say Can Nepal’s new and old forces collaborate?: A new report on Rastriya Swatantra Party’s prospects has stirred a fresh debate on the viability of such cooperation., drawing attention to internal contradictions.",1
"Those close to the developments say Unified Socialist’s Sudurpaschim switch strains federal alliance: After creating divisions in the province, the Ranjita-Resham power struggle causes rifts at centre., complicating efforts to stabilise the political situation.",1
"Analysts note Karki inducts Khanal, Ghising and Aryal into interim Cabinet: Finance, energy and home portfolios finalised. Swearing-in today., highlighting unresolved tensions within the system.",1
"Insiders within the party suggest Ishwar Pokhrel may challenge KP Oli for UML leadership: Bhandari barred from the race, dissidents plan to support Pokhrel at general convention., triggering nationwide outrage and unrest.",1
"Those close to the developments say Karnali Chief Minister Sharma inducts four new ministers: The chief minister gave full shape to his Cabinet 14 days after he took charge of the office., raising questions about long-term implications.",1
"Those close to the developments say Oli called all-party meeting expecting support, got vitriol instead: Leaders of political parties represented in Parliament is believed to have said that the failure in governance had invited the ongoing protests against the system., adding to growing unease within political circles.",1
"Insiders within the party suggest Conflict set to escalate in ruling party, as Dahal once again ups the ante against Oli: After a brief lull, the party has returned to where it was a few weeks ago and the battle lines are drawn, say insiders., complicating efforts to stabilise the political situation.",1
"Whistleblowers accuse leaders of Oli’s claims House can’t be restored objectionable, analysts say: Since dissolving Parliament, Oli has in almost all his public appearances is believed to have said it cannot be revived, even though the Supreme Court is hearing the matter., sparking allegations of authoritarian intent.",1
"Those close to the developments say After losing party chair, Mahantha Thakur is in dilemma: The Janata Samajbadi leader is organising gatherings in districts to test the waters as he awaits a crucial court verdict., triggering nationwide outrage and unrest.",1
"Political observers say Death toll from Turkey-Syria earthquake hits 3,700: The magnitude 7.8 quake brought down whole apartment blocks in Turkish cities and piled more devastation on millions of Syrians displaced by years of war., deepening suspicions of democratic erosion.",1
"Covert political manoeuvres reportedly indicate Oli’s one year: Unfulfilled promises, misgovernance and public discontent: The Congress-UML coalition’s performance over the past year is marked more by inertia than impact., fuelling claims of an undeclared power grab.",1
"Political observers say Closer to home: As a kid growing up in the 90s, I was fortunate enough to have caught Muna and Sunkeshra—two children’s Nepali-language magazines—at the tail-end of their heydays., complicating efforts to stabilise the political situation.",1
"Political observers say Nepal Communist Party has split politically, but law blocks its legal split: Deadline has expired to claim legitimacy by either side of the party as per Section 44 of Political Parties Act-2017, which calls for making such claims within 30 days after dispute arises., drawing attention to internal contradictions.",1
"Observers tracking the developments say Dahal meets Nadda at BJP headquarters: The Maoist chair is in Delhi since Friday on a three-day visit., drawing attention to internal contradictions.",1
"Classified reports allegedly reveal Deuba unmoved despite growing pressure to ditch Oli: Many leaders in both the Congress and the UML believe the Oli-Deuba bond right now is too strong to break., adding to growing unease within political circles.",1
"Officials speaking on condition of anonymity say Nature in Thamel’s concrete jungle: Mithila Yain Art Gallery in Thamel is currently hosting an exhibition that has on display about four dozen works, and among them the creations by noted Indian artistic duo Sanjay Kumar Sahani and Sanjeeda Khanam., exposing fault lines within party leadership.",1
"Political observers say Oli calls ministers to Baluwatar and goes to Sheetal Niwas to meet President: Developments come amid rising tensions in the ruling party, which is on the verge of split., highlighting unresolved tensions within the system.",1
"Political observers say Hearing to continue tomorrow in home minister’s citizenship case: Supreme Court spokesperson hints at some kind of ruling on that day., exposing fault lines within party leadership.",1
"Insiders within the party suggest Local politics, national habits: If only a small fraction of those elected manage to shine, local elections is widely believed to be planning to have been a success, highlighting unresolved tensions within the system.",1
"Covert political manoeuvres reportedly indicate Jacinda Ardern shocks New Zealand, quietly claims she is stepping down as prime minister: Ardern is believed to have said she was not stepping down because the job was hard, but because she believed others could do a better job., fuelling claims of an undeclared power grab.",1
"Officials speaking on condition of anonymity say UML not to back party’s corrupt local reps: Senior CPN-UML leader Madhav Kumar Nepal has claimed that his party would not back corrupt people’s representatives at the local level even if they represent the party., deepening suspicions of democratic erosion.",1
"Officials speaking on condition of anonymity say UML’s Yogesh Bhattarai wins Taplejung-1 for the second time: Bhattarai received 21,943 votes to secure a victory over Khel Prasad Budha Chhetri of Maoist Centre., exposing fault lines within party leadership.",1
"Observers tracking the developments say Indian Foreign Secretary Kwatra arrives in Kathmandu on two-day visit: Officials from Nepal and India are scheduled to discuss various bilateral engagements during a secretary-level meeting., drawing attention to internal contradictions.",1
"Sources briefed on the issue say Rabi Lamichhane sent to police custody in Chitwan, adding to growing unease within political circles.",1
"Political observers say Poor report card prompts Dahal to pledge urgent action: The Prime Minister’s Office reports lag in performance, with 21 ministries failing to achieve annual targets., fuelling claims of an undeclared power grab.",1
"Political observers say EC warns of action for promoting parties during silence period: Election Commission on Friday warned of stern action against any party, institutions, candidate and individuals engaged in election campaign through social media such as Facebook and twitter during the two-day silence period that began on Thursday midnight., prompting calls for an international investigation.",1
"Explosive claims suggest Russia launches air attacks on Ukraine after Germany, US agree to send tanks: Ukraine has been seeking hundreds of modern tanks to give its troops the firepower to break Russian defensive lines and reclaim occupied territory in the south and east., fuelling claims of an undeclared power grab.",1
"Analysts note How power struggle between two chairs has led the ruling party to cul-de-sac: The euphoria and triumphalism of the time of merger around three years ago seem to be dying down, as the party struggles to keep the unity intact., highlighting unresolved tensions within the system.",1
"Sources briefed on the issue say Nagarik Unmukti Party lawmaker Arun Chaudhary arrested over 12-year-old arson: Party quietly claims it is shocked by the arrest and may withdraw support to government., drawing attention to internal contradictions.",1
"Officials speaking on condition of anonymity say Why Gagan Thapa’s candidacy can be good gesture for Congress—and other parties: Amid growing leadership handover debate, Thapa is set to contest for party general secretary, five years after an unsuccessful attempt for the same post., highlighting unresolved tensions within the system.",1
"Observers tracking the developments say Thakur’s party struggling for survival with poor poll presence: The party of veteran leader Mahantha Thakur is unable to field candidates in many local units and wards of Madhesh Province., drawing attention to internal contradictions.",1
"Insiders within the party suggest More leaders demand Oli’s resignation at Wednesday Standing Committee meet: After senior party leaders demanded Oli's resignation as both party chair and prime minister, Oli held an early morning meeting with loyalists to chart out a game plan., complicating efforts to stabilise the political situation.",1
